6;56;0;0
6;57;0;0
6;58;0;0
6;59;0;0
6;60;0;0
6;61;0;0
6;62;0;0
6;63;0;0
6;64;0;0
6;65;0;0
6;66;0;0
6;67;0;0
6;68;0;0
6;69;0;0
7;0;0;0
7;1;0;0
7;2;0;0
7;3;0;0
7;4;0;0
7;5;0;0
7;6;0;0
7;7;0;0
7;8;0;0
7;9;0;0
7;10;0;0
7;11;0;0
7;12;0;0
7;13;0;0
7;14;0;0
7;15;0;0
7;16;0;0
7;17;0;0
7;18;0;0
7;19;0;0
7;20;0;0
7;21;0;0
7;22;0;0
7;23;0;0
7;24;0;0
7;25;0;0
7;26;0;0
7;27;0;0
7;28;0;0
7;29;0;0
7;30;0;0
7;31;0;0
7;32;0;0
7;33;0;0
7;34;0;0
7;35;0;0
7;36;0;0
7;37;0;0
7;38;0;0
7;39;0;0
7;40;0;0
7;41;0;0
7;42;0;0
7;43;0;0
7;44;0;0
7;45;0;0
7;46;0;0
7;47;0;0
7;48;0;0
7;49;0;0
7;50;0;0
7;51;0;0
7;52;0;0
7;53;0;0
7;54;0;0
7;55;0;0
7;56;0;0
7;57;0;0
7;58;0;0
7;59;0;0
7;60;0;0
7;61;0;0
7;62;0;0
7;63;0;0
7;64;0;0
7;65;0;0
7;66;0;0
7;67;0;0
7;68;0;0
7;69;0;0
8;0;0;0
8;1;0;0
8;2;0;0
8;3;0;0
8;4;0;0
8;5;0;0
8;6;0;0
8;7;0;0
8;8;0;0
8;9;0;0
8;10;0;0
8;11;0;0
8;12;0;0
8;13;0;0
8;14;0;0
8;15;0;0
8;16;0;0
8;17;0;0
8;18;0;0
8;19;0;0
8;20;0;0
8;21;0;0
8;22;0;0
8;23;0;0
8;24;0;0
8;25;0;0
8;26;0;0
8;27;0;0
8;28;0;0
8;29;0;0
8;30;0;0
8;31;0;0
8;32;0;0
8;33;0;0
8;34;0;0
8;35;0;0
8;36;0;0
8;37;0;0
8;38;0;0
8;39;0;0
8;40;0;0
8;41;0;0
8;42;0;0
8;43;0;0
8;44;0;0
8;45;0;0
8;46;0;0
8;47;0;0
8;48;0;0
8;49;0;0
8;50;0;0
8;51;0;0
8;52;0;0
8;53;0;0
8;54;0;0
8;55;0;0
8;56;0;0
8;57;0;0
8;58;0;0
8;59;0;0
8;60;0;0
8;61;0;0
8;62;0;0
8;63;0;0
8;64;0;0
8;65;0;0
8;66;0;0
8;67;0;0
8;68;0;0
8;69;0;0
9;0;0;0
9;1;0;0
9;2;0;0
9;3;0;0
9;4;0;0
9;5;0;0
9;6;0;0
9;7;0;0
9;8;0;0
9;9;0;0
9;10;0;0
9;11;0;0
9;12;0;0
9;13;0;0
9;14;0;0
9;15;0;0
9;16;0;0
9;17;0;0
9;18;0;0
9;19;0;0
9;20;0;0
9;21;0;0
9;22;0;0
9;23;0;0
9;24;0;0
9;25;0;0
9;26;0;0
9;27;0;0
9;28;0;0
9;29;0;0
9;30;0;0
9;31;0;0
9;32;0;0
9;33;0;0
9;34;0;0
9;35;0;0
9;36;0;0
9;37;0;0
9;38;0;0
9;39;0;0
9;40;0;0
9;41;0;0
9;42;0;0
9;43;0;0
9;44;0;0
9;45;0;0
9;46;0;0
9;47;0;0
9;48;0;0
9;49;0;0
9;50;0;0
9;51;0;0
9;52;0;0
9;53;0;0
9;54;0;0
9;55;0;0
9;56;0;0
9;57;0;0
9;58;0;0
9;59;0;0
9;60;0;0
9;61;0;0
9;62;0;0
9;63;0;0
9;64;0;0
9;65;0;0
9;66;0;0
9;67;0;0
9;68;0;0
9;69;0;0
10;0;0;0
10;1;0;0
10;2;0;0
10;3;0;0
10;4;0;0
10;5;0;0
10;6;0;0
10;7;0;0
10;8;0;0
10;9;0;0
10;10;0;0
10;11;0;0
10;12;0;0
10;13;0;0
10;14;0;0
10;15;0;0
10;16;0;0
10;17;0;0
10;18;0;0
10;19;0;0
10;20;0;0
10;21;0;0
10;22;0;0
10;23;0;0
10;24;0;0
10;25;0;0
10;26;0;0
10;27;0;0
10;28;0;0
10;29;0;0
10;30;0;0
10;31;0;0
10;32;0;0
10;33;0;0
10;34;0;0
10;35;0;0
10;36;0;0
10;37;0;0
10;38;0;0
10;39;0;0
10;40;0;0
10;41;0;0
10;42;0;0
10;43;0;0
10;44;0;0
10;45;0;0
10;46;0;0
10;47;0;0
10;48;0;0
10;49;0;0
10;50;0;0
10;51;0;0
10;52;0;0
10;53;0;0
10;54;0;0
10;55;0;0
10;56;0;0
10;57;0;0
10;58;0;0
10;59;0;0
10;60;0;0
10;61;0;0
10;62;0;0
10;63;0;0
10;64;0;0
10;65;0;0
10;66;0;0
10;67;0;0
10;68;0;0
10;69;0;0
11;0;0;0
11;1;0;0
11;2;0;0
11;3;0;0
11;4;0;0
11;5;0;0
11;6;0;0
11;7;0;0
11;8;0;0
11;9;0;0
11;10;0;0
11;11;0;0
11;12;0;0
11;13;0;0
11;14;0;0
11;15;0;0
11;16;0;0
11;17;0;0
11;18;0;0
11;19;0;0
11;20;0;0
11;21;0;0
11;22;0;0
11;23;0;0
11;24;0;0
11;25;0;0
11;26;0;0
11;27;0;0
11;28;0;0
11;29;0;0
11;30;0;0
11;31;0;0
11;32;0;0
11;33;0;0
11;34;0;0
11;35;0;0
11;36;0;0
11;37;0;0
11;38;0;0
11;39;0;0
11;40;0;0
11;41;0;0
11;42;0;0
11;43;0;0
11;44;0;0
11;45;0;0
11;46;0;0
11;47;0;0
11;48;0;0
11;49;0;0
11;50;0;0
11;51;0;0
11;52;0;0
11;53;0;0
11;54;0;0
11;55;0;0
11;56;0;0
11;57;0;0
11;58;0;0
11;59;0;0
11;60;0;0
11;61;0;0
11;62;0;0
11;63;0;0
11;64;0;0
11;65;0;0
11;66;0;0
11;67;0;0
11;68;0;0
11;69;0;0
12;0;0;0
12;1;0;0
12;2;0;0
12;3;0;0
12;4;0;0
12;5;0;0
12;6;0;0
12;7;0;0
12;8;0;0
12;9;0;0
12;10;0;0
12;11;0;0
12;12;0;0
12;13;0;0
12;14;0;0
12;15;0;0
12;16;0;0
12;17;0;0
12;18;0;0
12;19;0;0
12;20;0;0
12;21;0;0
12;22;0;0
12;23;0;0
12;24;0;0
12;25;0;0
12;26;0;0
12;27;0;0
12;28;0;0
12;29;0;0
12;30;0;0
12;31;0;0
12;32;0;0
12;33;0;0
12;34;0;0
12;35;0;0
12;36;0;0
12;37;0;0
12;38;0;0
12;39;0;0
12;40;0;0
12;41;0;0
12;42;0;0
12;43;0;0
12;44;0;0
12;45;0;0
12;46;0;0
12;47;0;0
12;48;0;0
12;49;0;0
12;50;0;0
12;51;0;0
12;52;0;0
12;53;0;0
12;54;0;0
12;55;0;0
12;56;0;0
12;57;0;0
12;58;0;0
12;59;0;0
12;60;0;0
12;61;0;0
12;62;0;0
12;63;0;0
12;64;0;0
12;65;0;0
12;66;0;0
12;67;0;0
12;68;0;0
12;69;0;0
13;0;0;0
13;1;0;0
13;2;0;0
13;3;0;0
13;4;0;0
13;5;0;0
13;6;0;0
13;7;0;0
13;8;0;0
13;9;0;0
13;10;0;0
13;11;0;0
13;12;0;0
13;13;0;0
13;14;0;0
13;15;0;0
13;16;0;0
13;17;0;0
13;18;0;0
13;19;0;0
13;20;0;0
13;21;0;0
13;22;0;0
13;23;0;0
13;24;0;0
13;25;0;0
13;26;0;0
13;27;0;0
13;28;0;0
13;29;0;0
13;30;0;0
13;31;0;0
13;32;0;0
13;33;0;0
13;34;0;0
13;35;0;0
13;36;0;0
13;37;0;0
13;38;0;0
13;39;0;0
13;40;0;0
13;41;0;0
13;42;0;0
13;43;0;0
13;44;0;0
13;45;0;0
13;46;0;0
13;47;0;0
13;48;0;0
13;49;0;0
13;50;0;0
13;51;0;0
13;52;0;0
13;53;0;0
13;54;0;0
13;55;0;0
13;56;0;0
13;57;0;0
13;58;0;0
13;59;0;0
13;60;0;0
13;61;0;0
13;62;0;0
13;63;0;0
13;64;0;0
13;65;0;0
13;66;0;0
13;67;0;0
13;68;0;0
13;69;0;0
14;0;0;0
14;1;0;0
14;2;0;0
14;3;0;0
14;4;0;0
14;5;0;0
14;6;0;0
14;7;0;0
14;8;0;0
14;9;0;0
14;10;0;0
14;11;0;0
14;12;0;0
14;13;0;0
14;14;0;0
14;15;0;0
14;16;0;0
14;17;0;0
14;18;0;0
14;19;0;0
14;20;0;0
14;21;0;0
14;22;0;0
14;23;0;0
14;24;0;0
14;25;0;0
14;26;0;0
14;27;0;0
14;28;0;0
14;29;0;0
14;30;0;0
14;31;0;0
14;32;0;0
14;33;0;0
14;34;0;0
14;35;0;0
14;36;0;0
14;37;0;0
14;38;0;0
14;39;0;0
14;40;0;0
14;41;0;0
14;42;0;0
14;43;0;0
14;44;0;0
14;45;0;0
14;46;0;0
14;47;0;0
14;48;0;0
14;49;0;0
14;50;0;0
14;51;0;0
14;52;0;0
14;53;0;0
14;54;0;0
14;55;0;0
14;56;0;0
14;57;0;0
14;58;0;0
14;59;0;0
14;60;0;0
14;61;0;0
14;62;0;0
14;63;0;0
14;64;0;0
14;65;0;0
14;66;0;0
14;67;0;0
14;68;0;0
14;69;0;0
15;0;0;0
15;1;0;0
15;2;0;0
15;3;0;0
15;4;0;0
15;5;0;0
15;6;0;0
15;7;0;0
15;8;0;0
15;9;0;0
15;10;0;0
15;11;0;0
15;12;0;0
15;13;0;0
15;14;0;0
15;15;0;0
15;16;0;0
15;17;0;0
15;18;0;0
15;19;0;0
15;20;0;0
15;21;0;0
15;22;0;0
15;23;0;0
15;24;0;0
15;25;0;0
15;26;0;0
15;27;0;0
15;28;0;0
15;29;0;0
15;30;0;0
15;31;0;0
15;32;0;0
15;33;0;0
15;34;0;0
15;35;0;0
15;36;0;0
15;37;0;0
15;38;0;0
15;39;0;0
15;40;0;0
15;41;0;0
15;42;0;0
15;43;0;0
15;44;0;0
15;45;0;0
15;46;0;0
15;47;0;0
15;48;0;0
15;49;0;0
15;50;0;0
15;51;0;0
15;52;0;0
15;53;0;0
15;54;0;0
15;55;0;0
15;56;0;0
15;57;0;0
15;58;0;0
15;59;0;0
15;60;0;0
15;61;0;0
15;62;0;0
15;63;0;0
15;64;0;0
15;65;0;0
15;66;0;0
15;67;0;0
15;68;0;0
15;69;0;0
16;0;0;0
16;1;0;0
16;2;0;0
16;3;0;0
16;4;0;0
16;5;0;0
16;6;0;0
16;7;0;0
16;8;0;0
16;9;0;0
16;10;0;0
16;11;0;0
16;12;0;0
16;13;0;0
16;14;0;0
16;15;0;0
16;16;0;0
16;17;0;0
16;18;0;0
16;19;0;0
16;20;0;0
16;21;0;0
16;22;0;0
16;23;0;0
16;24;0;0
16;25;0;0
16;26;0;0
16;27;0;0
16;28;0;0
16;29;0;0
16;30;0;0
16;31;0;0
16;32;0;0
16;33;0;0
16;34;0;0
16;35;0;0
16;36;0;0
16;37;0;0
16;38;0;0
16;39;0;0
16;40;0;0
16;41;0;0
16;42;0;0
16;43;0;0
16;44;0;0
16;45;0;0
16;46;0;0
16;47;0;0
16;48;0;0
16;49;0;0
16;50;0;0
16;51;0;0
16;52;0;0
16;53;0;0
16;54;0;0
16;55;0;0
16;56;0;0
16;57;0;0
16;58;0;0
16;59;0;0
16;60;0;0
16;61;0;0
16;62;0;0
16;63;0;0
16;64;0;0
16;65;0;0
16;66;0;0
16;67;0;0
16;68;0;0
16;69;0;0
17;0;0;0
17;1;0;0
17;2;0;0
17;3;0;0
17;4;0;0
17;5;0;0
17;6;0;0
17;7;0;0
17;8;0;0
17;9;0;0
17;10;0;0
17;11;0;0
17;12;0;0
17;13;0;0
17;14;0;0
17;15;0;0
17;16;0;0
17;17;0;0
17;18;0;0
17;19;0;0
17;20;0;0
17;21;0;0
17;22;0;0
17;23;0;0
17;24;0;0
17;25;0;0
17;26;0;0
17;27;0;0
17;28;0;0
17;29;0;0
17;30;0;0
17;31;0;0
17;32;0;0
17;33;0;0
17;34;0;0
17;35;0;0
17;36;0;0
17;37;0;0
17;38;0;0
17;39;0;0
17;40;0;0
17;41;0;0
17;42;0;0
17;43;0;0
17;44;0;0
17;45;0;0
17;46;0;0
17;47;0;0
17;48;0;0
17;49;0;0
17;50;0;0
17;51;0;0
17;52;0;0
17;53;0;0
17;54;0;0
17;55;0;0
17;56;0;0
17;57;0;0
17;58;0;0
17;59;0;0
17;60;0;0
17;61;0;0
17;62;0;0
17;63;0;0
17;64;0;0
17;65;0;0
17;66;0;0
17;67;0;0
17;68;0;0
17;69;0;0
18;0;0;0
18;1;0;0
18;2;0;0
18;3;0;0
18;4;0;0
18;5;0;0
18;6;0;0
18;7;0;0
18;8;0;0
18;9;0;0
18;10;0;0
18;11;0;0
18;12;0;0
18;13;0;0
18;14;0;0
18;15;0;0
18;16;0;0
18;17;0;0
18;18;0;0
18;19;0;0
18;20;0;0
18;21;0;0
18;22;0;0
18;23;0;0
18;24;0;0
18;25;0;0
18;26;0;0
18;27;0;0
18;28;0;0
18;29;0;0
18;30;0;0
18;31;0;0
18;32;0;0
18;33;0;0
18;34;0;0
18;35;0;0
18;36;0;0
18;37;0;0
18;38;0;0
18;39;0;0
18;40;0;0
18;41;0;0
18;42;0;0
18;43;0;0
18;44;0;0
18;45;0;0
18;46;0;0
18;47;0;0
18;48;0;0
18;49;0;0
18;50;0;0
18;51;0;0
18;52;0;0
18;53;0;0
18;54;0;0
18;55;0;0
18;56;0;0
18;57;0;0
18;58;0;0
18;59;0;0
18;60;0;0
18;61;0;0
18;62;0;0
18;63;0;0
18;64;0;0
18;65;0;0
18;66;0;0
18;67;0;0
18;68;0;0
18;69;0;0
19;0;7;0
19;1;7;0
19;2;7;0
19;3;7;0
19;4;7;0
19;5;7;0
19;6;7;0
19;7;7;0
19;8;7;0
19;9;7;0
19;10;7;0
19;11;7;0
19;12;7;0
19;13;7;0
19;14;7;0
19;15;7;0
19;16;7;0
19;17;7;0
19;18;7;0
19;19;7;0
19;20;7;0
19;21;7;0
19;22;7;0
19;23;7;0
19;24;7;0
19;25;7;0
19;26;7;0
19;27;7;0
19;28;7;0
19;29;7;0
19;30;7;0
19;31;7;0
19;32;7;0
19;33;7;0
19;34;7;0
19;35;7;0
19;36;7;0
19;37;7;0
19;38;7;0
19;39;7;0
19;40;7;0
19;41;7;0
19;42;7;0
19;43;7;0
19;44;7;0
19;45;7;0
19;46;7;0
19;47;7;0
19;48;7;0
19;49;7;0
19;50;0;0
19;51;0;0
19;52;0;0
19;53;0;0
19;54;0;0
19;55;0;0
19;56;0;0
19;57;0;0
19;58;0;0
19;59;0;0
19;60;0;0
19;61;0;0
19;62;0;0
19;63;0;0
19;64;0;0
19;65;0;0
19;66;0;0
19;67;0;0
19;68;0;0
19;69;0;0
20;0;7;0
20;1;7;0
20;2;7;0
20;3;7;0
20;4;7;0
20;5;7;0
20;6;7;0
20;7;7;0
20;8;7;0
20;9;7;0
20;10;7;0
20;11;7;0
20;12;7;0
20;13;7;0
20;14;7;0
20;15;7;0
20;16;7;0
20;17;7;0
20;18;7;0
20;19;7;0
20;20;7;0
20;21;7;0
20;22;7;0
20;23;7;0
20;24;7;0
20;25;7;0
20;26;7;0
20;27;7;0
20;28;40;0
20;29;40;0
20;30;40;0
20;31;40;0
20;32;40;0
20;33;40;0
20;34;40;0
20;35;40;0
20;36;40;0
20;37;40;0
20;38;40;0
20;39;40;0
20;40;40;0
20;41;40;0
20;42;40;0
20;43;40;0
20;44;40;0
20;45;40;0
20;46;40;0
20;47;7;0
20;48;7;0
20;49;7;0
20;50;0;0
20;51;0;0
20;52;0;0
20;53;0;0
20;54;0;0
20;55;0;0
20;56;0;0
20;57;0;0
20;58;0;0
20;59;0;0
20;60;0;0
20;61;0;0
20;62;0;0
20;63;0;0
20;64;0;0
20;65;0;0
20;66;0;0
20;67;0;0
20;68;0;0
20;69;0;0
21;0;7;0
21;1;7;0
21;2;7;0
21;3;7;0
21;4;7;0
21;5;7;0
21;6;7;0
21;7;7;0
21;8;7;0
21;9;7;0
21;10;7;0
21;11;7;0
21;12;7;0
21;13;7;0
21;14;7;0
21;15;7;0
21;16;7;0
21;17;7;0
21;18;7;0
21;19;7;0
21;20;7;0
21;21;7;0
21;22;7;0
21;23;7;0
21;24;7;0
21;25;7;0
21;26;7;0
21;27;7;0
21;28;40;0
21;29;40;0
21;30;40;0
21;31;40;0
21;32;40;0
21;33;40;0
21;34;40;0
21;35;40;0
21;36;40;0
21;37;40;0
21;38;40;0
21;39;40;0
21;40;40;0
21;41;40;0
21;42;40;0
21;43;40;0
21;44;40;0
21;45;40;0
21;46;40;0
21;47;7;0
21;48;7;0
21;49;7;0
21;50;0;0
21;51;0;0
21;52;0;0
21;53;0;0
21;54;0;0
21;55;0;0
21;56;0;0
21;57;0;0
21;58;0;0
21;59;0;0
21;60;0;0
21;61;0;0
21;62;0;0
21;63;0;0
21;64;0;0
21;65;0;0
21;66;0;0
21;67;0;0
21;68;0;0
21;69;0;0
22;0;7;0
22;1;7;0
22;2;7;0
22;3;7;0
22;4;7;0
22;5;7;0
22;6;7;0
22;7;7;0
22;8;7;0
22;9;7;0
22;10;7;0
22;11;7;0
22;12;7;0
22;13;7;0
22;14;7;0
22;15;7;0
22;16;7;0
22;17;7;0
22;18;7;0
22;19;7;0
22;20;7;0
22;21;7;0
22;22;7;0
22;23;7;0
22;24;7;0
22;25;7;0
22;26;7;0
22;27;7;0
22;28;40;0
22;29;40;0
22;30;40;0
22;31;40;0
22;32;40;0
22;33;40;0
22;34;40;0
22;35;40;0
22;36;40;0
22;37;40;0
22;38;40;0
22;39;40;0
22;40;40;0
22;41;40;0
22;42;40;0
22;43;40;0
22;44;40;0
22;45;40;0
22;46;40;0
22;47;7;0
22;48;7;0
22;49;7;0
22;50;7;0
22;51;7;0
22;52;7;0
22;53;7;0
22;54;7;0
22;55;7;0
22;56;7;0
22;57;0;0
22;58;0;0
22;59;0;0
22;60;0;0
22;61;0;0
22;62;0;0
22;63;0;0
22;64;0;0
22;65;0;0
22;66;0;0
22;67;0;0
22;68;0;0
22;69;0;0
23;0;7;0
23;1;7;0
23;2;7;0
23;3;7;0
23;4;7;0
23;5;7;0
23;6;7;0
23;7;7;0
23;8;7;0
23;9;7;0
23;10;7;0
23;11;7;0
23;12;7;0
23;13;7;0
23;14;7;0
23;15;7;0
23;16;7;0
23;17;7;0
23;18;7;0
23;19;7;0
23;20;7;0
23;21;7;0
23;22;7;0
23;23;7;0
23;24;7;0
23;25;7;0
23;26;7;0
23;27;7;0
23;28;40;0
23;29;40;0
23;30;40;0
23;31;40;0
23;32;40;0
23;33;40;0
23;34;40;0
23;35;40;0
23;36;40;0
23;37;40;0
23;38;40;0
23;39;40;0
23;40;40;0
23;41;40;0
23;42;40;0
23;43;40;0
23;44;40;0
23;45;40;0
23;46;40;0
23;47;7;0
23;48;7;0
23;49;7;0
23;50;7;0
23;51;7;0
23;52;7;0
23;53;7;0
23;54;7;0
23;55;7;0
23;56;7;0
23;57;0;0
23;58;0;0
23;59;0;0
23;60;0;0
23;61;0;0
23;62;0;0
23;63;0;0
23;64;0;0
23;65;0;0
23;66;0;0
23;67;0;0
23;68;0;0
23;69;0;0
24;0;7;0
24;1;7;0
24;2;7;0
24;3;7;0
24;4;7;0
24;5;7;0
24;6;7;0
24;7;7;0
24;8;7;0
24;9;7;0
24;10;7;0
24;11;7;0
24;12;7;0
24;13;7;0
24;14;7;0
24;15;7;0
24;16;7;0
24;17;7;0
24;18;7;0
24;19;7;0
24;20;7;0
24;21;7;0
24;22;7;0
24;23;7;0
24;24;7;0
24;25;7;0
24;26;7;0
24;27;7;0
24;28;40;0
24;29;40;0
24;30;40;0
24;31;40;0
24;32;40;0
24;33;40;0
24;34;40;0
24;35;40;0
24;36;40;0
24;37;40;0
24;38;40;0
24;39;40;0
24;40;40;0
24;41;40;0
24;42;40;0
24;43;40;0
24;44;40;0
24;45;40;0
24;46;40;0
24;47;7;0
24;48;7;0
24;49;7;0
24;50;7;0
24;51;7;0
24;52;7;0
24;53;7;0
24;54;7;0
24;55;7;0
24;56;7;0
24;57;0;0
24;58;0;0
24;59;0;0
24;60;0;0
24;61;0;0
24;62;0;0
24;63;0;0
24;64;0;0
24;65;0;0
